database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	Blank_P_1	Blank_P_2	Blank_P_3	Blank_P_1	Blank_P_2	Blank_P_3	Blank_P_1	Blank_P_2	Blank_P_3	Blank_P_1	Blank_P_2	Blank_P_3	Blank_P_1	Blank_P_2	Blank_P_3	Blank_P_1	Blank_P_2	Blank_P_3	Blank_P_1	Blank_P_2	Blank_P_3	QCPool_Set1_P_3	QCPool_Set1_P_4	QCPool_Set2_P_3	QCPool_Set2_P_4	QCPool_Set3_P_3	QCPool_Set3_P_4	QCPool_Set4_P_3	QCPool_Set4_P_4	QCPool_Set5_P_3	QCPool_Set5_P_4	QCPool_Set1_P_3	QCPool_Set1_P_4	QCPool_Set2_P_3	QCPool_Set2_P_4	QCPool_Set3_P_3	QCPool_Set3_P_4	QCPool_Set4_P_3	QCPool_Set4_P_4	QCPool_Set1_P_3	QCPool_Set1_P_4	QCPool_Set2_P_3	QCPool_Set2_P_4	QCPool_Set3_P_3	QCPool_Set3_P_4	QCPool_Set4_P_3	QCPool_Set4_P_4	QCPool_Set1_P_3	QCPool_Set1_P_4	QCPool_Set2_P_3	QCPool_Set2_P_4	QCPool_Set3_P_3	QCPool_Set3_P_4	QCPool_Set1_P_3	QCPool_Set1_P_4	QCPool_Set2_P_3	QCPool_Set2_P_4	QCPool_Set3_P_3	QCPool_Set3_P_4	QCPool_Set1_P_3	QCPool_Set1_P_4	QCPool_Set2_P_3	QCPool_Set2_P_4	QCPool_Set3_P_3	QCPool_Set3_P_4	QCPool_Set1_P_3	QCPool_Set1_P_4	QCPool_Set2_P_3	QCPool_Set2_P_4	QCPool_Set3_P_3	QCPool_Set3_P_4	QCPool_Set4_P_3	QCPool_Set4_P_4	QCPool_Set5_P_3	QCPool_Set5_P_4	QCPool_Set6_P_3	QCPool_Set6_P_4	QCPool_Set7_P_3	QCPool_Set7_P_4	QCPool_Set8_P_3	QCPool_Set8_P_4	QCPool_Set9_P_3	QCPool_Set9_P_4	CovidNeg_P251_P_3	CovidNeg_P251_P_4	CovidNeg_P252_P_3	CovidNeg_P252_P_4	CovidNeg_P253_P_3	CovidNeg_P253_P_4	CovidNeg_P254_P_3	CovidNeg_P254_P_4	CovidNeg_P257_P_3	CovidNeg_P257_P_4	CovidNeg_P258_P_3	CovidNeg_P258_P_4	CovidNeg_P259_P_3	CovidNeg_P259_P_4	CovidNeg_P260_P_3	CovidNeg_P260_P_4	CovidNeg_P261_P_3	CovidNeg_P261_P_4	CovidNeg_P262_P_3	CovidNeg_P262_P_4	CovidNeg_P263_P_3	CovidNeg_P263_P_4	CovidNeg_P264_P_3	CovidNeg_P264_P_4	CovidNeg_P265_P_3	CovidNeg_P265_P_4	CovidNeg_P266_P_3	CovidNeg_P266_P_4	CovidNeg_P267_P_3	CovidNeg_P267_P_4	CovidNeg_P268_P_3	CovidNeg_P268_P_4	CovidNeg_P269_P_3	CovidNeg_P269_P_4	CovidNeg_P270_P_3	CovidNeg_P270_P_4	CovidNeg_P271_P_3	CovidNeg_P271_P_4	CovidNeg_P354_P_3	CovidNeg_P354_P_4	CovidNeg_P356_P_3	CovidNeg_P356_P_4	CovidNeg_P357_P_3	CovidNeg_P357_P_4	CovidNeg_P400_P_3	CovidNeg_P400_P_4	CovidNeg_P435_P_3	CovidNeg_P435_P_4	CovidNeg_P444_P_3	CovidNeg_P444_P_4	CovidNeg_P465_P_3	CovidNeg_P465_P_4	CovidNeg_P466_P_3	CovidNeg_P466_P_4	CovidNeg_P473_P_3	CovidNeg_P473_P_4	CovidNeg_P478_P_3	CovidNeg_P478_P_4	CovidNeg_P480_P_3	CovidNeg_P480_P_4	CovidNeg_P486_P_3	CovidNeg_P486_P_4	COVIDNsc_P274_P_3	COVIDNsc_P274_P_4	COVIDNsc_P275_P_3	COVIDNsc_P275_P_4	COVIDNsc_P276_P_3	COVIDNsc_P276_P_4	COVIDNsc_P277_P_3	COVIDNsc_P277_P_4	COVIDNsc_P278_P_3	COVIDNsc_P278_P_4	COVIDNsc_P280_P_3	COVIDNsc_P280_P_4	COVIDNsc_P281_P_3	COVIDNsc_P281_P_4	COVIDNsc_P282_P_3	COVIDNsc_P282_P_4	COVIDNsc_P290_P_3	COVIDNsc_P290_P_4	COVIDNsc_P291_P_3	COVIDNsc_P291_P_4	COVIDNsc_P292_P_3	COVIDNsc_P292_P_4	COVIDNsc_P293_P_3	COVIDNsc_P293_P_4	COVIDNsc_P294_P_3	COVIDNsc_P294_P_4	COVIDNsc_P397_P_3	COVIDNsc_P397_P_4	COVIDNsc_P308_P_3	COVIDNsc_P308_P_4	COVIDNsc_P309_P_3	COVIDNsc_P309_P_4	COVIDNsc_P295_P_3	COVIDNsc_P295_P_4	COVIDNsc_P296_P_3	COVIDNsc_P296_P_4	COVIDNsc_P299_P_3	COVIDNsc_P299_P_4	COVIDNsc_P300_P_3	COVIDNsc_P300_P_4	COVIDNsc_P301_P_3	COVIDNsc_P301_P_4	COVIDNsc_P302_P_3	COVIDNsc_P302_P_4	COVIDNsc_P303_P_3	COVIDNsc_P303_P_4	COVIDNsc_P304_P_3	COVIDNsc_P304_P_4	COVIDNsc_P305_P_3	COVIDNsc_P305_P_4	COVIDNsc_P418_P_3	COVIDNsc_P418_P_4	COVIDNsc_P419_P_3	COVIDNsc_P419_P_4	COVIDNsc_P421_P_3	COVIDNsc_P421_P_4	COVIDNsc_P422_P_3	COVIDNsc_P422_P_4	COVIDNsc_P423_P_3	COVIDNsc_P423_P_4	COVIDNsc_P424_P_3	COVIDNsc_P424_P_4	COVIDNsc_P425_P_3	COVIDNsc_P425_P_4	COVIDNsc_P426_P_3	COVIDNsc_P426_P_4	COVIDNsc_P430_P_3	COVIDNsc_P430_P_4	COVIDNsc_P431_P_3	COVIDNsc_P431_P_4	COVIDNsc_P432_P_3	COVIDNsc_P432_P_4	COVIDNsc_P433_P_3	COVIDNsc_P433_P_4	COVIDNsc_P434_P_3	COVIDNsc_P434_P_4	COVIDNsc_P436_P_3	COVIDNsc_P436_P_4	COVIDNsc_P437_P_3	COVIDNsc_P437_P_4	COVIDNsc_P443_P_3	COVIDNsc_P443_P_4	COVIDNsc_P476_P_3	COVIDNsc_P476_P_4	COVIDNsc_P479_P_3	COVIDNsc_P479_P_4	CovidSevere_P273_P_3	CovidSevere_P273_P_4	CovidSevere_P272_P_3	CovidSevere_P272_P_4	CovidSevere_P283_P_3	CovidSevere_P283_P_4	CovidSevere_P284_P_3	CovidSevere_P284_P_4	CovidSevere_P285_P_3	CovidSevere_P285_P_4	CovidSevere_P286_P_3	CovidSevere_P286_P_4	CovidSevere_P287_P_3	CovidSevere_P287_P_4	CovidSevere_P288_P_3	CovidSevere_P288_P_4	CovidSevere_P289_P_3	CovidSevere_P289_P_4	CovidSevere_P298_P_3	CovidSevere_P298_P_4	CovidSevere_P315_P_3	CovidSevere_P315_P_4	CovidSevere_P334_P_3	CovidSevere_P334_P_4	CovidSevere_P336_P_3	CovidSevere_P336_P_4	CovidSevere_P343_P_3	CovidSevere_P343_P_4	CovidSevere_P344_P_3	CovidSevere_P344_P_4	CovidSevere_P345_P_3	CovidSevere_P345_P_4	CovidSevere_P318_P_3	CovidSevere_P318_P_4	CovidSevere_P360_P_3	CovidSevere_P360_P_4	CovidSevere_P361_P_3	CovidSevere_P361_P_4	CovidSevere_P362_P_3	CovidSevere_P362_P_4	CovidSevere_P380_P_3	CovidSevere_P380_P_4	CovidSevere_P381_P_3	CovidSevere_P381_P_4	CovidSevere_P382_P_3	CovidSevere_P382_P_4	CovidSevere_P401_P_3	CovidSevere_P401_P_4	CovidSevere_P411_P_3	CovidSevere_P411_P_4	CovidSevere_P413_P_3	CovidSevere_P413_P_4	CovidSevere_P297_P_3	CovidSevere_P297_P_4	CovidSevere_P420_P_3	CovidSevere_P420_P_4	CovidSevere_P428_P_3	CovidSevere_P428_P_4	CovidSevere_P429_P_3	CovidSevere_P429_P_4	CovidSevere_P442_P_3	CovidSevere_P442_P_4	CovidSevere_P472_P_3	CovidSevere_P472_P_4	GroupArea_Sample	GroupCV_Sample_percentage
CHEBI:10106	C18H22O5	C[C@H]1CCCC(=O)CCC\C=C\c2cc(O)cc(O)c2C(=O)O1	InChI=1S/C18H22O5/c1-12-6-5-9-14(19)8-4-2-3-7-13-10-15(20)11-16(21)17(13)18(22)23-12/h3,7,10-12,20-21H,2,4-6,8-9H2,1H3/b7-3+/t12-/m0/s1	Zearalenone					15.077																														504231440.048496																																																																																																																																																																																																																																																																																						
CHEBI:10106	C18H22O5	C[C@H]1CCCC(=O)CCC\C=C\c2cc(O)cc(O)c2C(=O)O1	InChI=1S/C18H22O5/c1-12-6-5-9-14(19)8-4-2-3-7-13-10-15(20)11-16(21)17(13)18(22)23-12/h3,7,10-12,20-21H,2,4-6,8-9H2,1H3/b7-3+/t12-/m0/s1	Zearalenone					15.914																																403767956.351704																																																																																																																																																																																																																																																																																				
CHEBI:171792	C13H24O2	O(C(=O)CCCCCCCCC=C)CC	InChI=1S/C13H24O2/c1-3-5-6-7-8-9-10-11-12-13(14)15-4-2/h3H,1,4-12H2,2H3	YQ2978400					12.959																														27292337.1596227																																																																																																																																																																																																																																																																																						
CHEBI:165632	C18H34O4	O(C(=O)CCCCCCCCC(OCCCC)=O)CCCC	InChI=1S/C18H34O4/c1-3-5-15-21-17(19)13-11-9-7-8-10-12-14-18(20)22-16-6-4-2/h3-16H2,1-2H3	VS1150000					16.577																																																																																																																																																																																																																	6649548.98518936	7427339.76148152																																									6926577.23749574	7272536.17870138																																																							7099556.70809856	4.94147002607126
CHEBI:27436	C27H40O3	[H][C@@]12CCC3=CC(=O)CC[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])CC[C@]1(C)O	InChI=1S/C20H30O2/c1-18-9-6-14(21)12-13(18)4-5-15-16(18)7-10-19(2)17(15)8-11-20(19,3)22/h12,15-17,22H,4-11H2,1-3H3/t15-,16+,17+,18+,19+,20+/m1/s1	VIRILON					19.614																																																																																																																																																																																																																									22332073.6890038	25337621.0072343																																																																																									23834847.3481191	8.9165366106925
CHEBI:135600	C17H25N3O5S	C(NCC1N(CC=C)CCC1)(=O)C2=C(OC)C(OC)=CC(=C2)S(N)(=O)=O	InChI=1S/C17H25N3O5S/c1-4-7-20-8-5-6-12(20)11-19-17(21)14-9-13(26(18,22)23)10-15(24-2)16(14)25-3/h4,9-10,12H,1,5-8,11H2,2-3H3,(H,19,21)(H2,18,22,23)	Veralipride					7.03																																																																																															1281557426.27779	1565637122.1905																					721640006.878772	626707501.141406																											1432386217.23226	1554496153.85579			859211216.696986	763424377.656577																						752850029.589753																				795513570.383873																																																																									2134157605.5897	1991957463.54921					1509400957.36742	1687270188.50475			2313560419.08635	1874470860.7471																													432930362.032818	625891932.75495	1356971821.75503	46.245728980296
CHEBI:135600	C17H25N3O5S	C(NCC1N(CC=C)CCC1)(=O)C2=C(OC)C(OC)=CC(=C2)S(N)(=O)=O	InChI=1S/C17H25N3O5S/c1-4-7-20-8-5-6-12(20)11-19-17(21)14-9-13(26(18,22)23)10-15(24-2)16(14)25-3/h4,9-10,12H,1,5-8,11H2,2-3H3,(H,19,21)(H2,18,22,23)	Veralipride					6.894																																																																																																																																																																																															829713792.49076																																														202083270.516202	248026776.171535																																																			243911580.789271	140439995.432387	1776006962.26244	2035340633.536	259055686.642944	338259008.22098	403699593.581307							1072922425.983					338259008.22098	97.5376967288834
CHEBI:135600	C17H25N3O5S	C(NCC1N(CC=C)CCC1)(=O)C2=C(OC)C(OC)=CC(=C2)S(N)(=O)=O	InChI=1S/C17H25N3O5S/c1-4-7-20-8-5-6-12(20)11-19-17(21)14-9-13(26(18,22)23)10-15(24-2)16(14)25-3/h4,9-10,12H,1,5-8,11H2,2-3H3,(H,19,21)(H2,18,22,23)	Veralipride					6.725																																																																																																																																																																																																																																													252845231.329246																																																																						252845231.329246	
CHEBI:176461	C10H20N2O3	O=C(NC(C(C)C)C(O)=O)C(N)C(C)C	InChI=1S/C10H20N2O3/c1-5(2)7(11)9(13)12-8(6(3)4)10(14)15/h5-8H,11H2,1-4H3,(H,12,13)(H,14,15)	Valylvaline					15.665																10873995.763266																																																																																																																																																																																																																																																																																																				
CHEBI:75010	C10H19N3O4	CC(C)[C@H](N)C(=O)N[C@@H](CCC(N)=O)C(O)=O	InChI=1S/C10H19N3O4/c1-5(2)8(12)9(15)13-6(10(16)17)3-4-7(11)14/h5-6,8H,3-4,12H2,1-2H3,(H2,11,14)(H,13,15)(H,16,17)/t6-,8-/m0/s1	Valylglutamine					1.22																																																																																																																																																																																																																																																																																																						4460484.29035606													4460484.29035606	
CHEBI:177832	C10H18N2O4	OC1C[C@H](N(C1)C(=O)[C@@H](N)C(C)C)C(O)=O	InChI=1S/C10H18N2O4/c1-5(2)8(11)9(14)12-4-6(13)3-7(12)10(15)16/h5-8,13H,3-4,11H2,1-2H3,(H,15,16)/t6?,7-,8-/m0/s1	Valyl-4-hydroxyproline					1.012																																																																			7358580.84603607	6908160.87788719	7909698.37549699	7949817.71325323	7723340.66175717	7516654.02438044	9553701.38839631	8292220.37951113	6142625.72697642	7565547.02534306	4887404.49391836	5351457.79588328							8682783.83731115	6848049.51059804		6242832.32282084	7504406.00287653	7407252.29702943	6376339.93716293	6635670.71066424	6953585.19241431	7466547.23461288																																																																																																																																																																																																																					7407252.29702943	14.8226602943928
CHEBI:74562	C8H17NO	CCCC(CCC)C(N)=O	InChI=1S/C8H17NO/c1-3-5-7(6-4-2)8(9)10/h7H,3-6H2,1-2H3,(H2,9,10)	Valpromide					9.583																																																																																																																																																																											5108530.21125728	4658189.17876838																											6443134.15446008	6678247.01397853		8150862.61801218																																																																																																									6443134.15446008	22.294644479368
CHEBI:75016	C14H20N2O3	CC(C)[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(O)=O	InChI=1S/C14H20N2O3/c1-9(2)12(15)13(17)16-11(14(18)19)8-10-6-4-3-5-7-10/h3-7,9,11-12H,8,15H2,1-2H3,(H,16,17)(H,18,19)/t11-,12-/m0/s1	val-phe					7.336																																																																																																																																																																									8878324.60138868	8391445.423122																																																																																																																																									8634885.01225534	3.98703130478547
CHEBI:27266	C5H11NO2	CC(C)C(N)C(O)=O	InChI=1S/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)	Valine					1.245																																	165894930.368551	165916907.867362	160738283.480998	179545493.603145	186559589.479491	188803334.473341	185310439.079706	211425761.160542	236327270.102422	55702784.3433917	181055743.768114	226023663.675403	183823167.823629	175671903.068839	205207725.185521	191923951.226582	229216459.857	235172991.84211	135985380.698294	140044991.856953	142284991.949597	48150343.0221973	151650971.68442	51542870.9613197	207977944.887753	72614514.7115684	144663269.2489	35753100.6537229	193154951.487592	196807920.967144	213661509.607157	220500141.294101	230302515.975995	216511036.206286	140925553.426203	153881204.912943	141089532.9138	143272084.175173	131804056.65267	163301861.475609	159641744.213792	152220150.216298	200497123.609993		174581323.697601	55486154.9499027	145054777.799556	152621890.265549	57108644.7296959	59657292.0719109	160118130.963249	186428438.937212	56056858.3951517	216939067.375638	48449538.5070913	55693019.6207772	56029818.9507046	231149254.748023	216871626.186002	53678926.93815	207005277.013289	226396142.203315			583538110.651461	628884150.496966	805143716.602054	623849213.384889	735708177.899727	700747744.753655	467255184.090286	447238281.669763	395468625.88881	620660376.080106	488841530.189095	321414020.387038	469221109.384852	276758990.845815	623078128.279234	674482028.814813	702086774.537816	685664442.526354	129059367.192758	121293575.122603	927836278.770341	826490073.865101	456567609.811466	592469394.951184	574580686.761189	619806430.605556	363991815.175699	721983967.01336	825008131.749723	916546658.523096	890776946.860058	969350616.590581	1170350771.89579	873124916.806754	435138585.455108	802865028.539761	462633390.163314	458554164.759807	695985789.69415	719229519.478604	473678860.437759	517990930.369863	421519232.124155	429977455.248282	557030049.880476	572146788.746315	544613954.848858	689875020.141874	517150437.375048	421738352.332815	663051782.199677	666010789.865906	465884178.252941	447997430.94404	529250883.494125	494254474.306518	421080762.7211	376783070.830467	538083009.406724	523992679.057239	617951601.904881	659084116.694347	947638928.071859	475218098.704027	550575233.688811	1172662777.60999	408567502.7547	274978898.637384	470142571.326664	477015053.022177	563234042.178213	604160305.544745	291621009.585221	537715333.410009	709873399.049968	728312703.684018	582917897.759981	459085915.69046	251470469.15127	364626420.813834	571679733.444221	432958815.78313	805458038.854647	829867941.886326	317331389.690627	310916070.276338	677684432.19365	668205773.018231	822671333.138651	897246451.663581	487604271.252192	442130661.468301	805631984.444324	842252196.364868	814813266.95923	838735981.881422	504913248.814767	461439466.558644	1221700824.65107	1072195799.24307	603621317.259109	604170760.301097	542551795.690036	547146150.034652			886441084.448447	315528592.483954	737949955.047643	746778623.854805	478551944.832713	517873200.08189	623445507.151543	604913576.041749	760130084.797658	761946575.291592	548882039.806953	574876145.818136	685719579.135925	634811960.116217	2013239743.30956	2053664412.12566	734062892.086678	761614887.877713	418731267.103331	419980439.728359	802939047.412526	763010893.87919	654351527.967275	664271908.09255	608343368.456773	507330860.105281	948146559.974896	959660133.205277	880582484.835207	815153979.696545	707303342.191694	769615595.155318	1006952004.6799	994851205.743019	562074131.885283	468866881.33596	1192288142.95985	952976214.444301	597769165.216725	657883093.19878	143185105.080183	484553132.141407	715621943.030225	723550374.846943		417987187.488241		121153906.507297	534019615.152998	213619902.717241	597399764.14661	634656935.775539	476743036.732854	512267190.72506	829686781.206426	485195210.980968		140117193.458837	712649330.758881	510254824.261571	549476021.913776	553271262.570421	565090203.85157	650706098.572308	269606299.167515	263126124.863193	488098327.544124	548414707.226724	545375937.406713	607210392.861503	182895821.198435	179618894.971131	295989581.085331	142669780.229191	146810326.512265		635545058.886345	852835624.68525	501613253.336349	506204756.449975	614521772.16412	375848289.106453	491234243.694282	524593234.484111	315995104.890711	328953817.642043	451684916.851858	498641994.097735	721960794.078674	665060839.359229	502788595.853302	517578528.853003	597114192.491122	569280583.240836	705791951.644453	723840975.376441	589570825.309028	1024534914.75011	647279812.87931	718432790.470358	567557835.04509	539742139.825035	698103553.996653	715950660.577703	512267190.72506	58.4936141514414
CHEBI:27266	C5H11NO2	CC(C)C(N)C(O)=O	InChI=1S/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)	Valine					1.306																																										184946553.035601												116039214.343274		117595314.736601		156566342.406268		115107486.193603																137809345.242928		121122286.412965			96655647.3011883	84367451.1915109			146608760.107271		125966834.577512	138298500.042075	151044145.318212			150094936.140478			201017483.961115	210786888.385853			95739668.9565678	121851890.654266	46833127.2405757		20596478.6919559		155584254.292535		162618291.033181	328459332.558734	62802292.8117151	125744096.489798					311097347.760193	314405837.004816														50905003.8868639		57564062.9536252														86618876.6002099							121118234.055219							407489883.362038	343867548.280594		113477979.98746		309785976.053555	365484324.881121			223088477.580666					44651807.6907915	248236381.929082	124160220.02632	88977244.1393886	150884485.866275			107867588.79163	112923324.41829											293126177.883408	293842278.572997							632678424.070619	596340269.969638																								58117062.5604079	19832604.7541248																337982780.157722				393886220.154691		305501129.660467			518292234.920205						165100661.80627	390679429.232654	389045777.885496	36396677.9695864			34573923.7053652			188040525.872407	217666194.783302				36118668.8401801	435472504.619426	428370964.06882			548882767.809032	600880559.182611					31751603.4472898	236748347.877869																							150964315.592243	74.4231049659344
	C24H32N2O			Valerylfentanyl					17.415												199230650.538648			23331086.3454444			9220780.42130276			9815231.73038859			8713027.57504402			9053610.75379411			25884628.7830985																																																																																																																																																																																																																																																																																						
CHEBI:36812	C11H14O	CCCCC(=O)c1ccccc1	InChI=1S/C11H14O/c1-2-3-9-11(12)10-7-5-4-6-8-10/h4-8H,2-3,9H2,1H3	Valerophenone					18.686																																																																																																	7802947.11337122	7968279.87561054	6125552.42083173	5881630.11630137			5287255.61253862		5468138.7412009	5800176.90760508	7030268.9802046	6674580.30526448	6139119.41376379	5646509.84311061	12466143.8664993	13195209.2261856	10304359.3995527	11422086.8675657	10951190.4608966	10903895.2926525	11643205.1269574	12023913.8737002	10277107.6554719	9660912.32104074	8613723.56766496	8988315.47603768	11157073.9382881	10316056.9592514	9750440.57362331	9727181.85075875	14970232.3430427	15463001.7264846	13307577.8743362	12909148.7459642	7675266.1248963	9402731.3081101									17600757.0312781	17985042.1606964									38250465.9074209	41288631.1191701					14784947.437401	15212507.7749365	4969740.91775839		4350808.82281357	5418676.37086743	6065558.96442525	6427753.52715789	7409799.16620234	8117814.49271181	18568791.8683345	19634320.0370642	8530116.10410677	8324314.45163481			15298737.2691497	17900855.5070078		8941928.85367863			9979008.99920109	10972665.0256254							22054782.288549	23575826.2611146	18756996.8668162	19641638.2544146	17590585.7989048	17659213.6865876	16586500.5066006	16344375.5117238	19791792.1411473	20033202.1852634	16322334.1637372	17721036.9647554	16345421.6900406	17051956.9126482	20729802.7754265	19484041.5001541	20407263.0696967	20897995.1870134	15459447.3881474	16805098.0942725	18087497.3631287	18049902.6431955				8401469.24726855											10678335.7431859								8767715.54726778	10038671.2084987	9776629.17608847	8754654.6406552									4936700.8715333	5062177.17100332	12105596.5793798	14395151.7174535	12984737.4160894	13043659.3229365	11218091.2292563	11198892.1899427	12336173.9523543	13118309.3341737	9683869.85782283	10157432.2018496						9542974.01741381	8870571.3581239	7982984.46997683	16794954.1220322	17439938.4436942			10052314.7295006	11221089.3604453							20282962.3043812	19910848.1861526							15135362.5482441	17510920.7345558	13109936.6081411	13915605.2789801	14519288.1960579	15261203.3438084	11770635.9906812	10028051.5546025	13387977.5574148	12910555.0288365	16976823.767758	17525044.9636073	16733024.366569	17058453.9026697	8391424.55315951	9130055.74421695									12064755.22654	44.7254749213828
CHEBI:27248	C6H6N2O2	[H]C(=C([H])c1c[nH]cn1)C(O)=O	InChI=1S/C6H6N2O2/c9-6(10)2-1-5-3-7-4-8-5/h1-4H,(H,7,8)(H,9,10)	Urocanic acid					1.512																		6346086.09576153	5006448.2247573	6525025.49613111	6647040.4304615	7794769.18865776	11858935.3567998	6605918.72835159	9377272.45522272	7501967.73818429	7923490.37846813	7095709.05595809	7876932.46334499		6387377.33280322	8357301.40417625																																																																																																																																																																																																																																																																																				
CHEBI:29026	C33H44N4O6	CCC1=C(C)C(=O)NC1Cc1[nH]c(Cc2[nH]c(CC3NC(=O)C(CC)=C3C)c(C)c2CCC(O)=O)c(CCC(O)=O)c1C	InChI=1S/C33H44N4O6/c1-7-20-19(6)32(42)37-27(20)14-25-18(5)23(10-12-31(40)41)29(35-25)15-28-22(9-11-30(38)39)17(4)24(34-28)13-26-16(3)21(8-2)33(43)36-26/h26-27,34-35H,7-15H2,1-6H3,(H,36,43)(H,37,42)(H,38,39)(H,40,41)	urobilinogen					13.01																																																																																																																					9212656.15373662	9042939.64825062																																																																	20644979.2090673	28220984.7185792																																																																																																																											14928817.681402	55.7934205719204
CHEBI:29026	C33H44N4O6	CCC1=C(C)C(=O)NC1Cc1[nH]c(Cc2[nH]c(CC3NC(=O)C(CC)=C3C)c(C)c2CCC(O)=O)c(CCC(O)=O)c1C	InChI=1S/C33H44N4O6/c1-7-20-19(6)32(42)37-27(20)14-25-18(5)23(10-12-31(40)41)29(35-25)15-28-22(9-11-30(38)39)17(4)24(34-28)13-26-16(3)21(8-2)33(43)36-26/h26-27,34-35H,7-15H2,1-6H3,(H,36,43)(H,37,42)(H,38,39)(H,40,41)	urobilinogen					13.127																																																																																																																			27763145.8726217	27768269.6378677							7743975.78436123	7783962.07768878					9786222.23987268	9673032.31586754																																																						14627316.7295457													7280795.79467295	7316694.38355038	12941803.5627683	13317811.9917059																																																																																											15738437.1061336	16022709.6521627															12941803.5627683	51.3119089430943
CHEBI:36378	C33H42N4O6	[H]C(=C1N=C(CC2NC(=O)C(CC)=C2C)C(C)=C1CCC(O)=O)c1[nH]c(CC2NC(=O)C(C)=C2CC)c(C)c1CCC(O)=O	InChI=1S/C33H42N4O6/c1-7-20-19(6)32(42)37-27(20)14-25-18(5)23(10-12-31(40)41)29(35-25)15-28-22(9-11-30(38)39)17(4)24(34-28)13-26-16(3)21(8-2)33(43)36-26/h15,26-27,35H,7-14H2,1-6H3,(H,36,43)(H,37,42)(H,38,39)(H,40,41)	(-)-UROBILIN					12.922																																																																																																																																																																													16159709.3394781	23730139.2462577									9417857.28052683	10320581.494373																																																																	29804373.6317153	30034186.1867604																																																									19944924.2928679	46.634444542701
CHEBI:27226	C5H4N4O3			Uric acid					1.277																																	45128212.3493556	45067290.0139467	43868940.258798	43272901.470203	42761225.0143464	46080550.5075904	38927123.1807862	48904495.0934317	51835661.0605974	51278654.78423	34968119.9359175	39667441.6346809	37750191.5658643	33698520.646506	42379912.6958447	40821891.7180279	47713213.8293986	46328307.6906306	33087208.2023596	32167088.1219252	33126762.8585146	33830700.9707045	29968420.8691416	31209698.0855062	38234412.3041147	39671189.467288	34067224.6662453	34058691.8841203	39498020.3863256	42426521.8720702	44094901.6188651	45042826.1563553	42158147.5477582	42601929.019535	33384654.7637461	35592572.0498528	32810305.1432972	33132535.2964441	35158969.7529465	36637486.6158385	36615161.0372281	37156106.6276437	34722009.7152185	33123814.836168	43063440.9030067	43530975.2242667	39671740.5081814	40707077.4436033	39894423.3566897	37694281.8169681	38119304.0390385	38655033.8197977	44976323.9341604	46982804.0273537	41157908.0161997	39481713.7501374	43643435.715643	50543968.4495948	44666759.4614364	45068720.5386839	45947913.3540268	44091684.4617675	79066991.8124458	78992211.8155381	94845994.2254195	94020028.4036898	77451813.6399843	85486154.3040224	71869220.5306196	73584563.3749352	57782611.1739578	65812182.3208524	65494308.6686765	62429409.1063528	47798706.1843278	46860009.1654449	103056052.582957	107982245.008456	70840684.8790959	79742500.9437495	62135868.169773	35378568.7037027				54767128.6579883			83624699.7292156	83840881.3810644							58458131.3474228			48328112.5504272	32814718.5426086		60581500.7739712		38530133.1196525						58567093.3546225	47763791.3763321	49337968.4869089	47392405.5320602			74517334.4550979	48315538.0430292			75022892.5051107		92387284.9779875	84942752.5342804	66998171.0432156	54326707.3388338		64757081.2019392		47655027.8899167	48274500.1581886		49763969.0084188	53634011.5721571	107786503.73461	90378005.3177668	79327306.4917049	90950173.8531977	67772224.5522154	56020021.0445784	91561147.409477				84366231.7278823	93743367.4625916	63054997.3160068	68462801.7375109	53957489.0476388		52152673.0076155	51340769.2560276			67478264.7026258	70391394.8063887	55701486.5160669	59395211.1189428	23966899.9745299			38923323.7231824			35464636.9127609			41186863.9557455			33237879.3677575			56532416.6052945					79596041.2729376	74131700.8535523	45464188.5920195	46452563.2748581	55681822.0639844	51680841.975597				55444456.9108465	39230442.5902289	40743884.1339103						39514034.8801617			42098020.6894665						91711961.6373919	112718882.404874			47305103.5964815			28550728.2839813	49729022.753102	61890134.1638127	130963188.442824	141803328.316105		49103454.0659721			51588039.7050045	50836444.9626578			81793204.7042581	72927194.7230201														55664334.7529856		82718870.5925468	48808483.6861311	53793652.3137228			83847961.9539336	88765268.2644439	15689702.1051737			37436913.2453656	49454743.9346325		44571276.6595744	43830332.7891865	57707134.8046252	59420341.4933616			50616908.7076054	49424583.258254	38252105.1660204						27671273.0123734				75978786.1808492	71170593.0403781	48315538.0430292	38.3431869866881
CHEBI:18261	C4H8N2O3	NC(=O)NCCC(O)=O	InChI=1S/C4H8N2O3/c5-4(9)6-2-1-3(7)8/h1-2H2,(H,7,8)(H3,5,6,9)	Ureidopropionic acid					1.211																																																																																																																																																																																																																																								3224524.06314556																																		3731640.16557136						7078630.63241315						5729561.25241281																													4730600.70899208	36.2038994360092
